Domain,Country,Element,Item,Year,Unit,Value,Flag Description
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1968,tonnes,2161,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1969,tonnes,1576,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1970,tonnes,1667,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1971,tonnes,1818,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1972,tonnes,2618,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1973,tonnes,4227,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1974,tonnes,3924,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1975,tonnes,2212,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1976,tonnes,2412,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1977,tonnes,1904,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1978,tonnes,2667,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1979,tonnes,3121,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1980,tonnes,5333,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1981,tonnes,9261,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1982,tonnes,9333,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1983,tonnes,8333,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1984,tonnes,10818,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1985,tonnes,13515,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1986,tonnes,24568,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1987,tonnes,28298,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1988,tonnes,31283,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1989,tonnes,35641,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1990,tonnes,27704,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1991,tonnes,28392,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1992,tonnes,45058,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1993,tonnes,66452,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1994,tonnes,50955,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1995,tonnes,56850,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1996,tonnes,59620,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1997,tonnes,86867,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1998,tonnes,70178,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",1999,tonnes,108802,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",2000,tonnes,127167,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",2001,tonnes,90679,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",2002,tonnes,136420,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",2003,tonnes,118820,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",2004,tonnes,138720,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",2005,tonnes,203361,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",2006,tonnes,226625,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",2007,tonnes,530056,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",2008,tonnes,540552,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",2009,tonnes,105061,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",2010,tonnes,53193,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",2011,tonnes,103729,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",2012,tonnes,109717,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Milk, Whole",2013,tonnes,60979,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1961,tonnes,255600,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1962,tonnes,268400,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1963,tonnes,268400,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1964,tonnes,268400,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1965,tonnes,281200,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1966,tonnes,281200,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1967,tonnes,281200,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1968,tonnes,293900,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1969,tonnes,293900,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1970,tonnes,334900,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1971,tonnes,414600,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1972,tonnes,443300,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1973,tonnes,342500,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1974,tonnes,397130,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1975,tonnes,535939,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1976,tonnes,648402,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1977,tonnes,769061,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1978,tonnes,513074,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1979,tonnes,430432,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1980,tonnes,478764,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1981,tonnes,531585,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1982,tonnes,608949,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1983,tonnes,869962,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1984,tonnes,929538,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1985,tonnes,1132324,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1986,tonnes,1543379,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1987,tonnes,1973959,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1988,tonnes,2379724,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1989,tonnes,2280699,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1990,tonnes,2484827,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1991,tonnes,2700630,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1992,tonnes,3633347,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1993,tonnes,4940258,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1994,tonnes,6310409,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1995,tonnes,7899540,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1996,tonnes,7742417,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1997,tonnes,7833312,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1998,tonnes,8068073,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",1999,tonnes,8700865,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",2000,tonnes,9217406,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",2001,tonnes,9659506,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",2002,tonnes,10107977,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",2003,tonnes,9776411,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",2004,tonnes,10147498,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",2005,tonnes,10556060,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",2006,tonnes,10998120,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",2007,tonnes,11186967,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",2008,tonnes,11225559,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",2009,tonnes,11719779,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",2010,tonnes,12242413,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",2011,tonnes,12666493,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",2012,tonnes,13187366,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,"Molluscs, Other",2013,tonnes,13187366,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1961,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1962,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1963,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1964,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1965,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1966,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1967,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1968,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1969,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1970,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1971,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1972,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1973,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1974,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1975,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1976,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1977,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1978,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1979,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1980,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1981,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1982,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1983,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1984,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1985,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1986,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1987,tonnes,582,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1988,tonnes,1133,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1989,tonnes,655,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1990,tonnes,119,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1991,tonnes,264,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1992,tonnes,15550,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1993,tonnes,6045,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1994,tonnes,12540,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1995,tonnes,9732,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1996,tonnes,9917,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1997,tonnes,21057,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1998,tonnes,14340,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",1999,tonnes,19471,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",2000,tonnes,31730,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",2001,tonnes,42292,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",2002,tonnes,166406,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",2003,tonnes,106226,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",2004,tonnes,73834,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",2005,tonnes,103680,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",2006,tonnes,147810,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",2007,tonnes,155292,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",2008,tonnes,278973,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",2009,tonnes,268393,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",2010,tonnes,444194,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",2011,tonnes,592814,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",2012,tonnes,100356,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Import Quantity,"Molluscs, Other",2013,tonnes,100356,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1961,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1962,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1963,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1964,tonnes,500,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1965,tonnes,500,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1966,tonnes,700,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1967,tonnes,500,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1968,tonnes,1300,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1969,tonnes,1100,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1970,tonnes,1600,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1971,tonnes,1800,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1972,tonnes,4300,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1973,tonnes,4400,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1974,tonnes,4400,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1975,tonnes,6000,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1976,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1977,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1978,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1979,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1980,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1981,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1982,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1983,tonnes,0,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1984,tonnes,35217,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1985,tonnes,37808,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1986,tonnes,56687,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1987,tonnes,61869,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1988,tonnes,52001,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1989,tonnes,100530,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1990,tonnes,131337,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1991,tonnes,143308,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1992,tonnes,182419,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1993,tonnes,226888,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1994,tonnes,322537,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1995,tonnes,398940,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1996,tonnes,515597,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1997,tonnes,563644,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1998,tonnes,454376,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",1999,tonnes,590885,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",2000,tonnes,787817,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",2001,tonnes,901349,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",2002,tonnes,1117047,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",2003,tonnes,1234705,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",2004,tonnes,1573399,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",2005,tonnes,1983621,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",2006,tonnes,2259127,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",2007,tonnes,2376062,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",2008,tonnes,2240083,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",2009,tonnes,1675650,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",2010,tonnes,1929282,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",2011,tonnes,2229372,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",2012,tonnes,1018059,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Export Quantity,"Molluscs, Other",2013,tonnes,1018059,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Mutton & Goat Meat,1961,tonnes,100000,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Mutton & Goat Meat,1962,tonnes,100000,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Mutton & Goat Meat,1963,tonnes,120000,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Mutton & Goat Meat,1964,tonnes,140000,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Mutton & Goat Meat,1965,tonnes,160000,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Mutton & Goat Meat,1966,tonnes,190000,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Mutton & Goat Meat,1967,tonnes,197000,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Mutton & Goat Meat,1968,tonnes,202000,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Mutton & Goat Meat,1969,tonnes,206000,Standardized data
Commodity Balances - Livestock and Fish Primary Equivalent,"China, mainland",Production,Mutton & Goat Meat,1970,tonnes,210000,Standardized data
