Domain,Area,Element,Item,Year,Unit,Value,Flag Description
Livestock Primary,China,Production,"Eggs, hen, in shell",1992,10000 tonnes,839.827,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",1993,10000 tonnes,968.57,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",1994,10000 tonnes,1209.38,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",1995,10000 tonnes,1370.1595,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",1996,10000 tonnes,1594.0629999999999,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",1997,10000 tonnes,1648.227,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",1998,10000 tonnes,1753.155,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",1999,10000 tonnes,1850.996,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",2000,10000 tonnes,1891.1899,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",2001,10000 tonnes,1915.3719,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",2002,10000 tonnes,1965.892,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",2003,10000 tonnes,2018.3020000000001,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",2004,10000 tonnes,2050.075,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",2005,10000 tonnes,2104.0577,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",2006,10000 tonnes,2093.524,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",2007,10000 tonnes,2183.3160000000003,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",2008,10000 tonnes,2329.212,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",2009,10000 tonnes,2363.3516,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",2010,10000 tonnes,2382.008,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",2011,10000 tonnes,2423.163,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",2012,10000 tonnes,2465.9155,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",2013,10000 tonnes,2478.6994,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",2014,10000 tonnes,2494.2678,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",2015,10000 tonnes,3080.9783,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",2016,10000 tonnes,3197.2681,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, hen, in shell",2017,10000 tonnes,3133.8856,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1961,10000 tonnes,31.1807,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1962,10000 tonnes,31.5947,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1963,10000 tonnes,32.0221,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1964,10000 tonnes,32.9295,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1965,10000 tonnes,34.2078,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1966,10000 tonnes,35.2438,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1967,10000 tonnes,36.7252,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1968,10000 tonnes,37.4409,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1969,10000 tonnes,38.6299,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1970,10000 tonnes,39.8661,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1971,10000 tonnes,41.8026,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1972,10000 tonnes,43.038999999999994,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1973,10000 tonnes,45.176,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1974,10000 tonnes,45.7091,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1975,10000 tonnes,48.0295,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1976,10000 tonnes,50.0011,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1977,10000 tonnes,50.9645,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1978,10000 tonnes,55.2835,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1979,10000 tonnes,56.3769,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1980,10000 tonnes,59.0531,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1981,10000 tonnes,60.925,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1982,10000 tonnes,64.885,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1983,10000 tonnes,69.479,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1984,10000 tonnes,89.234,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1985,10000 tonnes,109.72399999999999,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1986,10000 tonnes,113.695,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1987,10000 tonnes,120.809,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1988,10000 tonnes,141.6226,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1989,10000 tonnes,146.4426,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1990,10000 tonnes,161.453,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1991,10000 tonnes,187.157,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1992,10000 tonnes,206.317,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1993,10000 tonnes,238.666,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1994,10000 tonnes,298.552,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1995,10000 tonnes,338.31199999999995,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1996,10000 tonnes,405.1315,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1997,10000 tonnes,287.692,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1998,10000 tonnes,306.02099999999996,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",1999,10000 tonnes,323.02099999999996,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",2000,10000 tonnes,330.079,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",2001,10000 tonnes,334.2938,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",2002,10000 tonnes,338.0437,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",2003,10000 tonnes,352.7738,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",2004,10000 tonnes,358.024,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",2005,10000 tonnes,368.5342,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",2006,10000 tonnes,366.3095,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",2007,10000 tonnes,382.2475,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",2008,10000 tonnes,408.211,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",2009,10000 tonnes,413.9449,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",2010,10000 tonnes,417.2083,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",2011,10000 tonnes,424.436,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",2012,10000 tonnes,431.9071,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",2013,10000 tonnes,434.0053,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",2014,10000 tonnes,436.60699999999997,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",2015,10000 tonnes,452.4168,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",2016,10000 tonnes,552.5980000000001,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Eggs, other bird, in shell",2017,10000 tonnes,552.0573,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1961,10000 Head,61.4427,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1962,10000 Head,83.697,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1963,10000 Head,106.3736,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1964,10000 Head,120.2784,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1965,10000 Head,135.3833,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1966,10000 Head,146.4146,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1967,10000 Head,149.7855,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1968,10000 Head,151.3739,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1969,10000 Head,154.4884,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1970,10000 Head,154.7974,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1971,10000 Head,169.8038,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1972,10000 Head,182.8265,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1973,10000 Head,198.7666,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1974,10000 Head,207.0484,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1975,10000 Head,216.6252,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1976,10000 Head,207.2717,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1977,10000 Head,219.1059,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1978,10000 Head,218.201,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1979,10000 Head,247.3834,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1980,10000 Head,274.7163,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1981,10000 Head,269.7383,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1982,10000 Head,272.9848,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1983,10000 Head,288.1035,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1984,10000 Head,325.4588,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1985,10000 Head,365.2229,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1986,10000 Head,460.1224,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1987,10000 Head,540.058,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1988,10000 Head,594.6632,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1989,10000 Head,673.0943,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1990,10000 Head,773.7626,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1991,10000 Head,891.2033,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1992,10000 Head,1016.3394,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1993,10000 Head,1244.2248,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1994,10000 Head,1602.7167,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1995,10000 Head,1848.8410000000001,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1996,10000 Head,2063.6098,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1997,10000 Head,2639.1297,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1998,10000 Head,2932.3615,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",1999,10000 Head,3069.3224,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",2000,10000 Head,3253.2541,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",2001,10000 Head,3324.9286,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",2002,10000 Head,3417.3375,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",2003,10000 Head,3654.5418,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",2004,10000 Head,3804.0782,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",2005,10000 Head,3863.0483,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",2006,10000 Head,3950.3568,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",2007,10000 Head,4059.7764,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",2008,10000 Head,4145.9004,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",2009,10000 Head,4298.9858,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",2010,10000 Head,4417.3733,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",2011,10000 Head,4368.7491,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",2012,10000 Head,4435.6534,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",2013,10000 Head,4497.71,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",2014,10000 Head,4590.0243,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",2015,10000 Head,4663.1599,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",2016,10000 Head,4757.919,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, cattle",2017,10000 Head,4805.5992,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1961,kg/An,96.6,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1962,kg/An,100.8,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1963,kg/An,97.9,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1964,kg/An,98.7,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1965,kg/An,98.6,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1966,kg/An,98.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1967,kg/An,97.4,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1968,kg/An,97.7,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1969,kg/An,99.6,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1970,kg/An,100.1,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1971,kg/An,98.6,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1972,kg/An,99.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1973,kg/An,98.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1974,kg/An,98.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1975,kg/An,98.4,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1976,kg/An,100.3,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1977,kg/An,100.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1978,kg/An,101.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1979,kg/An,99.5,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1980,kg/An,99.3,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1981,kg/An,101.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1982,kg/An,102.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1983,kg/An,104.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1984,kg/An,104.7,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1985,kg/An,105.6,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1986,kg/An,107.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1987,kg/An,128.1,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1988,kg/An,134.5,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1989,kg/An,141.6,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1990,kg/An,145.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1991,kg/An,152.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1992,kg/An,156.4,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1993,kg/An,160.1,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1994,kg/An,134.1,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1995,kg/An,140.7,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1996,kg/An,145.5,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1997,kg/An,138.3,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1998,kg/An,137.7,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",1999,kg/An,138.3,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",2000,kg/An,143.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",2001,kg/An,142.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",2002,kg/An,142.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",2003,kg/An,140.7,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",2004,kg/An,139.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",2005,kg/An,138.7,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",2006,kg/An,139.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",2007,kg/An,144.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",2008,kg/An,140.9,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",2009,kg/An,141.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",2010,kg/An,141.3,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",2011,kg/An,141.5,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",2012,kg/An,142.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",2013,kg/An,142.5,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",2014,kg/An,143.1,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",2015,kg/An,143.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",2016,kg/An,143.4,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, cattle",2017,kg/An,143.8,Calculated data
Livestock Primary,China,Production,"Meat, cattle",1961,10000 tonnes,5.9363,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1962,10000 tonnes,8.4348,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1963,10000 tonnes,10.4178,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1964,10000 tonnes,11.8708,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1965,10000 tonnes,13.3427,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1966,10000 tonnes,14.3533,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1967,10000 tonnes,14.595,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1968,10000 tonnes,14.7884,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1969,10000 tonnes,15.3843,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1970,10000 tonnes,15.4972,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1971,10000 tonnes,16.7383,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1972,10000 tonnes,18.0987,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1973,10000 tonnes,19.5212,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1974,10000 tonnes,20.2921,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1975,10000 tonnes,21.3215,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1976,10000 tonnes,20.7891,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1977,10000 tonnes,21.9053,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1978,10000 tonnes,22.0327,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, cattle",1979,10000 tonnes,24.6126,"Aggregate, may include official, semi-official, estimated or calculated data"
