Domain,Area,Element,Item,Year,Unit,Value,Flag Description
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, pig",2011,10000 Head,67405.9173,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, pig",2012,10000 Head,70859.6895,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, pig",2013,10000 Head,72603.9838,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, pig",2014,10000 Head,74490.6385,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, pig",2015,10000 Head,73409.3065,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, pig",2016,10000 Head,71035.2517,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, pig",2017,10000 Head,71154.3867,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1961,kg/An,43.8,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1962,kg/An,43.1,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1963,kg/An,43.6,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1964,kg/An,43.9,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1965,kg/An,44.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1966,kg/An,44.3,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1967,kg/An,46.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1968,kg/An,46.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1969,kg/An,46.6,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1970,kg/An,46.3,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1971,kg/An,45.6,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1972,kg/An,45.3,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1973,kg/An,45.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1974,kg/An,46.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1975,kg/An,47.1,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1976,kg/An,45.5,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1977,kg/An,45.1,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1978,kg/An,51.3,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1979,kg/An,54.7,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1980,kg/An,57.7,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1981,kg/An,61.3,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1982,kg/An,63.6,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1983,kg/An,63.9,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1984,kg/An,65.8,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1985,kg/An,69.4,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1986,kg/An,67.1,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1987,kg/An,70.4,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1988,kg/An,73.3,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1989,kg/An,73.3,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1990,kg/An,73.8,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1991,kg/An,76.9,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1992,kg/An,78.1,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1993,kg/An,81.1,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1994,kg/An,84.8,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1995,kg/An,93.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1996,kg/An,81.6,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1997,kg/An,89.9,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1998,kg/An,90.8,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",1999,kg/An,89.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",2000,kg/An,85.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",2001,kg/An,85.8,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",2002,kg/An,85.3,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",2003,kg/An,83.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",2004,kg/An,83.8,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",2005,kg/An,84.5,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",2006,kg/An,83.3,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",2007,kg/An,76.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",2008,kg/An,78.4,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",2009,kg/An,79.8,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",2010,kg/An,76.3,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",2011,kg/An,76.5,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",2012,kg/An,76.8,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",2013,kg/An,77.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",2014,kg/An,77.4,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",2015,kg/An,78.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",2016,kg/An,77.7,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, pig",2017,kg/An,77.9,Calculated data
Livestock Primary,China,Production,"Meat, pig",1961,10000 tonnes,160.6569,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1962,10000 tonnes,204.2428,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1963,10000 tonnes,360.61199999999997,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1964,10000 tonnes,482.5433,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1965,10000 tonnes,559.5767,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1966,10000 tonnes,608.9111,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1967,10000 tonnes,641.8969,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1968,10000 tonnes,633.2979,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1969,10000 tonnes,615.3643,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1970,10000 tonnes,613.878,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1971,10000 tonnes,709.1292,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1972,10000 tonnes,787.4478,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1973,10000 tonnes,794.1115,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1974,10000 tonnes,784.9644,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1975,10000 tonnes,799.5669,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1976,10000 tonnes,798.3648,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1977,10000 tonnes,801.8553,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1978,10000 tonnes,877.2206,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1979,10000 tonnes,1086.8606,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1980,10000 tonnes,1212.5430000000001,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1981,10000 tonnes,1267.4096,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1982,10000 tonnes,1352.7814,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1983,10000 tonnes,1400.8882,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1984,10000 tonnes,1536.6156,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1985,10000 tonnes,1756.6976,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1986,10000 tonnes,1823.9358,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1987,10000 tonnes,1949.0155,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1988,10000 tonnes,2109.2872,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1989,10000 tonnes,2213.3653,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1990,10000 tonnes,2355.9489,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1991,10000 tonnes,2582.4122,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1992,10000 tonnes,2764.7176,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1993,10000 tonnes,2983.6491,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1994,10000 tonnes,3342.6476,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1995,10000 tonnes,3788.5022,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1996,10000 tonnes,3301.4694,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1997,10000 tonnes,3715.6348,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1998,10000 tonnes,3990.0429999999997,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",1999,10000 tonnes,4104.9331,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",2000,10000 tonnes,4075.1526,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",2001,10000 tonnes,4165.4251,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",2002,10000 tonnes,4232.2776,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",2003,10000 tonnes,4343.3462,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",2004,10000 tonnes,4447.8789,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",2005,10000 tonnes,4662.2207,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",2006,10000 tonnes,4759.0463,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",2007,10000 tonnes,4393.3237,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",2008,10000 tonnes,4719.0352,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",2009,10000 tonnes,4989.7955,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",2010,10000 tonnes,5169.3862,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",2011,10000 tonnes,5159.3351,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",2012,10000 tonnes,5443.571999999999,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",2013,10000 tonnes,5591.7319,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",2014,10000 tonnes,5766.0830000000005,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",2015,10000 tonnes,5741.8546,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",2016,10000 tonnes,5519.501,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, pig",2017,10000 tonnes,5544.9461,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1961,10000 Head,550.012,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1962,10000 Head,550.0015,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1963,10000 Head,650.0015,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1964,10000 Head,750.0025,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1965,10000 Head,830.0011,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1966,10000 Head,980.003,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1967,10000 Head,1030.0025,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1968,10000 Head,1080.002,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1969,10000 Head,1100.0025,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1970,10000 Head,1120.0615,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1971,10000 Head,1210.8403,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1972,10000 Head,1310.0025,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1973,10000 Head,1410.0025,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1974,10000 Head,1450.003,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1975,10000 Head,1500.0020000000002,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1976,10000 Head,1465.0005,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1977,10000 Head,1555.0005,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1978,10000 Head,1650.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1979,10000 Head,1947.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1980,10000 Head,2362.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1981,10000 Head,2405.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1982,10000 Head,2450.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1983,10000 Head,2490.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1984,10000 Head,2560.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1985,10000 Head,2560.0795,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1986,10000 Head,2700.3817,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1987,10000 Head,2940.3805,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1988,10000 Head,3487.0553,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1989,10000 Head,4081.7928,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1990,10000 Head,4475.3986,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1991,10000 Head,5014.4743,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1992,10000 Head,5308.4052,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1993,10000 Head,5831.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1994,10000 Head,6370.0005,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1995,10000 Head,7469.0019999999995,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1996,10000 Head,7497.001,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1997,10000 Head,8555.501,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1998,10000 Head,8694.501,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",1999,10000 Head,9170.401,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",2000,10000 Head,10123.201,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",2001,10000 Head,10290.001,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",2002,10000 Head,11317.501,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",2003,10000 Head,11689.001,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",2004,10000 Head,11919.001,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",2005,10000 Head,12162.201000000001,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",2006,10000 Head,12920.0012,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",2007,10000 Head,13355.0012,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",2008,10000 Head,13072.3012,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",2009,10000 Head,13100.0012,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",2010,10000 Head,13350.0012,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",2011,10000 Head,12800.0012,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",2012,10000 Head,12920.6012,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",2013,10000 Head,13000.0012,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",2014,10000 Head,13566.1004,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",2015,10000 Head,13852.2013,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",2016,10000 Head,14426.5013,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Producing Animals/Slaughtered,"Meat, sheep",2017,10000 Head,14629.5609,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1961,kg/An,10.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1962,kg/An,10.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1963,kg/An,10.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1964,kg/An,10.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1965,kg/An,10.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1966,kg/An,10.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1967,kg/An,10.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1968,kg/An,10.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1969,kg/An,10.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1970,kg/An,10.3,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1971,kg/An,10.3,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1972,kg/An,10.3,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1973,kg/An,10.3,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1974,kg/An,10.3,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1975,kg/An,10.6,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1976,kg/An,10.6,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1977,kg/An,10.6,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1978,kg/An,10.6,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1979,kg/An,10.6,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1980,kg/An,10.6,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1981,kg/An,10.6,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1982,kg/An,11.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1983,kg/An,11.5,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1984,kg/An,11.7,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1985,kg/An,11.7,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1986,kg/An,11.9,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1987,kg/An,11.9,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1988,kg/An,11.8,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1989,kg/An,12.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1990,kg/An,12.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1991,kg/An,12.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1992,kg/An,12.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1993,kg/An,12.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1994,kg/An,12.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1995,kg/An,12.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1996,kg/An,13.3,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1997,kg/An,13.9,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1998,kg/An,14.3,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",1999,kg/An,14.6,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",2000,kg/An,14.6,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",2001,kg/An,14.8,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",2002,kg/An,14.8,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",2003,kg/An,14.8,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",2004,kg/An,14.8,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",2005,kg/An,14.8,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",2006,kg/An,15.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",2007,kg/An,15.5,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",2008,kg/An,15.1,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",2009,kg/An,15.6,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",2010,kg/An,15.5,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",2011,kg/An,16.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",2012,kg/An,15.8,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",2013,kg/An,16.0,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",2014,kg/An,16.1,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",2015,kg/An,16.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",2016,kg/An,16.2,Calculated data
Livestock Primary,China,Yield/Carcass Weight,"Meat, sheep",2017,kg/An,16.3,Calculated data
Livestock Primary,China,Production,"Meat, sheep",1961,10000 tonnes,5.5002,"Aggregate, may include official, semi-official, estimated or calculated data"
