Domain,Country,Element,Item,Year,Unit,Value,Flag Description
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1993,10000 tonnes,64.017983,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1994,10000 tonnes,62.183949,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1995,10000 tonnes,52.403222,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1996,10000 tonnes,39.313486,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1997,10000 tonnes,23.413868,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1998,10000 tonnes,17.794339,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,1999,10000 tonnes,57.749706,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,2000,10000 tonnes,105.268856,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,2001,10000 tonnes,58.479282,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,2002,10000 tonnes,97.854811,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,2003,10000 tonnes,130.100886,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,2004,10000 tonnes,142.089462,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,2005,10000 tonnes,136.417871,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,2006,10000 tonnes,125.75068600000002,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,2007,10000 tonnes,136.772684,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,2008,10000 tonnes,164.022271,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,2009,10000 tonnes,109.55046100000001,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,2010,10000 tonnes,70.676422,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,2011,10000 tonnes,43.706007,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,2012,10000 tonnes,43.123287,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),Pelagic Fish,2013,10000 tonnes,43.123287,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1961,g/capita/day,0.33,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1962,g/capita/day,0.34,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1963,g/capita/day,0.34,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1964,g/capita/day,0.33,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1965,g/capita/day,0.34,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1966,g/capita/day,0.33,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1967,g/capita/day,0.32,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1968,g/capita/day,0.33,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1969,g/capita/day,0.32,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1970,g/capita/day,0.68,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1971,g/capita/day,0.22,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1972,g/capita/day,0.94,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1973,g/capita/day,0.78,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1974,g/capita/day,0.69,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1975,g/capita/day,0.53,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1976,g/capita/day,0.48,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1977,g/capita/day,0.55,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1978,g/capita/day,1.0,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1979,g/capita/day,0.92,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1980,g/capita/day,1.05,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1981,g/capita/day,0.93,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1982,g/capita/day,1.15,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1983,g/capita/day,0.65,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1984,g/capita/day,0.46,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1985,g/capita/day,0.49,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1986,g/capita/day,0.65,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1987,g/capita/day,1.0,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1988,g/capita/day,0.82,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1989,g/capita/day,0.6,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1990,g/capita/day,0.83,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1991,g/capita/day,1.29,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1992,g/capita/day,1.23,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1993,g/capita/day,1.45,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1994,g/capita/day,1.39,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1995,g/capita/day,1.16,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1996,g/capita/day,0.86,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1997,g/capita/day,0.51,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1998,g/capita/day,0.39,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,1999,g/capita/day,1.24,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,2000,g/capita/day,2.25,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,2001,g/capita/day,1.24,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,2002,g/capita/day,2.07,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,2003,g/capita/day,2.74,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,2004,g/capita/day,2.97,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,2005,g/capita/day,2.84,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,2006,g/capita/day,2.6,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,2007,g/capita/day,2.81,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,2008,g/capita/day,3.35,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,2009,g/capita/day,2.22,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,2010,g/capita/day,1.42,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,2011,g/capita/day,0.88,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,2012,g/capita/day,0.86,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Pelagic Fish,2013,g/capita/day,0.85,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Pelagic Fish,1961,g/capita/day,0.04,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Pelagic Fish,1962,g/capita/day,0.04,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Pelagic Fish,1963,g/capita/day,0.04,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Pelagic Fish,1964,g/capita/day,0.04,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Pelagic Fish,1965,g/capita/day,0.04,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Pelagic Fish,1966,g/capita/day,0.04,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Pelagic Fish,1967,g/capita/day,0.04,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Pelagic Fish,1968,g/capita/day,0.04,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Pelagic Fish,1969,g/capita/day,0.04,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Pelagic Fish,1970,g/capita/day,0.09,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Pelagic Fish,1971,g/capita/day,0.03,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Pelagic Fish,1972,g/capita/day,0.12,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Pelagic Fish,1973,g/capita/day,0.1,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Pelagic Fish,1974,g/capita/day,0.09,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Pelagic Fish,1975,g/capita/day,0.07,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Pelagic Fish,1976,g/capita/day,0.06,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Pelagic Fish,1977,g/capita/day,0.07,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Pelagic Fish,1978,g/capita/day,0.12,Calculated data
