Domain,Country,Element,Item,Year,Unit,Value,Flag Description
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Freshwater Fish,2006,g/capita/day,34.85,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Freshwater Fish,2007,g/capita/day,35.87,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Freshwater Fish,2008,g/capita/day,37.22,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Freshwater Fish,2009,g/capita/day,39.15,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Freshwater Fish,2010,g/capita/day,41.59,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Freshwater Fish,2011,g/capita/day,42.99,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Freshwater Fish,2012,g/capita/day,44.22,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),Freshwater Fish,2013,g/capita/day,43.95,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1961,g/capita/day,0.32,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1962,g/capita/day,0.36,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1963,g/capita/day,0.36,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1964,g/capita/day,0.36,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1965,g/capita/day,0.4,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1966,g/capita/day,0.4,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1967,g/capita/day,0.39,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1968,g/capita/day,0.38,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1969,g/capita/day,0.37,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1970,g/capita/day,0.4,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1971,g/capita/day,0.38,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1972,g/capita/day,0.37,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1973,g/capita/day,0.39,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1974,g/capita/day,0.39,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1975,g/capita/day,0.39,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1976,g/capita/day,0.32,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1977,g/capita/day,0.32,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1978,g/capita/day,0.31,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1979,g/capita/day,0.33,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1980,g/capita/day,0.36,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1981,g/capita/day,0.39,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1982,g/capita/day,0.44,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1983,g/capita/day,0.51,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1984,g/capita/day,0.62,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1985,g/capita/day,0.78,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1986,g/capita/day,0.93,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1987,g/capita/day,1.07,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1988,g/capita/day,1.17,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1989,g/capita/day,1.24,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1990,g/capita/day,1.3,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1991,g/capita/day,1.35,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1992,g/capita/day,1.5,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1993,g/capita/day,1.78,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1994,g/capita/day,2.07,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1995,g/capita/day,2.34,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1996,g/capita/day,2.68,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1997,g/capita/day,2.76,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1998,g/capita/day,2.79,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,1999,g/capita/day,2.85,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,2000,g/capita/day,2.83,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,2001,g/capita/day,3.01,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,2002,g/capita/day,3.12,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,2003,g/capita/day,3.23,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,2004,g/capita/day,3.29,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,2005,g/capita/day,3.51,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,2006,g/capita/day,3.79,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,2007,g/capita/day,3.91,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,2008,g/capita/day,4.05,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,2009,g/capita/day,4.26,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,2010,g/capita/day,4.53,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,2011,g/capita/day,4.68,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,2012,g/capita/day,4.82,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),Freshwater Fish,2013,g/capita/day,4.79,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1961,10000 tonnes,96.0,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1962,10000 tonnes,100.8,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1963,10000 tonnes,100.8,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1964,10000 tonnes,97.47148,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1965,10000 tonnes,101.985709,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1966,10000 tonnes,101.914248,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1967,10000 tonnes,102.514261,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1968,10000 tonnes,108.61428899999999,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1969,10000 tonnes,108.159609,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1970,10000 tonnes,75.624314,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1971,10000 tonnes,110.682824,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1972,10000 tonnes,117.438571,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1973,10000 tonnes,111.154278,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1974,10000 tonnes,139.360298,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1975,10000 tonnes,164.99508,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1976,10000 tonnes,174.568447,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1977,10000 tonnes,155.1748,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1978,10000 tonnes,127.366533,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1979,10000 tonnes,115.59936699999999,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1980,10000 tonnes,110.78185900000001,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1981,10000 tonnes,103.314706,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1982,10000 tonnes,115.83639199999999,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1983,10000 tonnes,115.957187,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1984,10000 tonnes,122.465516,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1985,10000 tonnes,130.183859,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1986,10000 tonnes,153.288964,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1987,10000 tonnes,170.494581,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1988,10000 tonnes,204.391538,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1989,10000 tonnes,239.71336200000002,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1990,10000 tonnes,238.189387,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1991,10000 tonnes,233.62729199999998,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1992,10000 tonnes,239.454184,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1993,10000 tonnes,250.196476,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1994,10000 tonnes,295.646591,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1995,10000 tonnes,321.495468,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1996,10000 tonnes,401.7632,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1997,10000 tonnes,367.021168,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1998,10000 tonnes,352.38068799999996,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",1999,10000 tonnes,318.605827,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",2000,10000 tonnes,284.16889100000003,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",2001,10000 tonnes,178.618706,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",2002,10000 tonnes,184.286559,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",2003,10000 tonnes,84.24659100000001,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",2004,10000 tonnes,93.773987,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",2005,10000 tonnes,86.18295,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",2006,10000 tonnes,50.546393,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",2007,10000 tonnes,52.033581,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",2008,10000 tonnes,79.15884,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",2009,10000 tonnes,153.772635,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",2010,10000 tonnes,165.703649,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",2011,10000 tonnes,168.406548,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",2012,10000 tonnes,179.232998,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Marine Fish, Other",2013,10000 tonnes,179.232998,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1961,g/capita/day,3.98,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1962,g/capita/day,4.11,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1963,g/capita/day,4.04,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1964,g/capita/day,3.84,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1965,g/capita/day,3.93,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1966,g/capita/day,3.83,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1967,g/capita/day,3.75,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1968,g/capita/day,3.86,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1969,g/capita/day,3.74,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1970,g/capita/day,2.54,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1971,g/capita/day,3.63,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1972,g/capita/day,3.76,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1973,g/capita/day,3.47,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1974,g/capita/day,4.26,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1975,g/capita/day,4.95,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1976,g/capita/day,5.15,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1977,g/capita/day,4.5,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1978,g/capita/day,3.65,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1979,g/capita/day,3.26,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1980,g/capita/day,3.08,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1981,g/capita/day,2.84,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1982,g/capita/day,3.13,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1983,g/capita/day,3.09,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1984,g/capita/day,3.21,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1985,g/capita/day,3.36,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1986,g/capita/day,3.88,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1987,g/capita/day,4.23,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1988,g/capita/day,4.98,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1989,g/capita/day,5.73,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1990,g/capita/day,5.6,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1991,g/capita/day,5.41,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1992,g/capita/day,5.47,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1993,g/capita/day,5.65,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1994,g/capita/day,6.61,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1995,g/capita/day,7.12,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1996,g/capita/day,8.82,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1997,g/capita/day,8.0,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1998,g/capita/day,7.63,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",1999,g/capita/day,6.86,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",2000,g/capita/day,6.08,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",2001,g/capita/day,3.8,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",2002,g/capita/day,3.9,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",2003,g/capita/day,1.77,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",2004,g/capita/day,1.96,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",2005,g/capita/day,1.79,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",2006,g/capita/day,1.04,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",2007,g/capita/day,1.07,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",2008,g/capita/day,1.62,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",2009,g/capita/day,3.12,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",2010,g/capita/day,3.34,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",2011,g/capita/day,3.37,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",2012,g/capita/day,3.57,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (g/capita/day),"Marine Fish, Other",2013,g/capita/day,3.54,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1961,g/capita/day,0.41,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1962,g/capita/day,0.73,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1963,g/capita/day,0.75,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1964,g/capita/day,0.78,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1965,g/capita/day,0.83,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1966,g/capita/day,0.81,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1967,g/capita/day,0.77,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1968,g/capita/day,0.79,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1969,g/capita/day,0.67,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1970,g/capita/day,0.5,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1971,g/capita/day,0.68,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1972,g/capita/day,0.66,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1973,g/capita/day,0.62,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1974,g/capita/day,0.76,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1975,g/capita/day,0.88,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1976,g/capita/day,0.58,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1977,g/capita/day,0.52,Calculated data
