Area,Year,"Stock, cattle","Stock, goat & sheep","Stock, pig","Stock, birds","Slaughtered, cattle","Slaughtered, goat & sheep","Slaughtered, pig","Slaughtered, birds","Meat Production, cattle","Meat Production, goat & sheep","Meat Production, pig","Meat Production, birds","Egg Production, birds","Milk Production, cow","Meat Yield, cattle","Meat Yield, goat & sheep","Meat Yield, pig","Meat Yield, birds","Aquatic, total","Aquatic, animals","Marine, total","Marine, caught","Marine, farmed",Marine Fish,Marine Crustaceans,Marine Molluscs,Marine Plants,"Marine, others","Freshwater, total","Freshwater, caught","Freshwater, farmed",Freshwater Fish,Freshwater Crustaceans,Freshwater Molluscs,"Freshwater, others"
"China, mainland",2002,9540.8,27625.1,41950.5,465600.0,3409.38,20524.0,48377.3152,760100.0,483.3,280.02,4123.1,1028.9,2265.7000000000007,1299.8,141.8,13.643539271097252,85.2,1.35363767925273,4564.5198,4431.1785,2646.3371,1433.4934,1212.8437,1022.2719,310.5385,1119.3231,133.3413,60.7727,1918.1827,225.1626,1692.9875,1710.1870000000001,122.2715,56.6963,28.7526
"China, mainland",2003,9295.4,28240.9,41776.2,451000.0,3646.73,22289.0,51050.5216,799700.0,512.1,304.63,4238.6,1064.8,2333.1,1746.3,140.4,13.667279824128494,83.0,1.3314993122420908,4704.5502,4563.2374,2685.7267,1432.4206,1253.3061,1028.4180000000001,298.20099999999996,1109.61,141.3128,108.1849,2018.8230899999999,246.76339,1771.9956,1795.1519600000001,138.75203,54.0427,30.6887
"China, mainland",2004,9206.2,29307.4,41381.8,480000.0,3796.2,24145.5,51892.7808,798400.0,527.5,328.2050000000001,4341.0,1073.8,2370.6,2260.6,139.0,13.592801971381832,83.7,1.3449398797595191,4901.7671,4751.2455,2767.7907,1451.0858,1316.7049,1017.2677,312.4022,1111.5006,150.5216,176.0986,2133.9764,241.9334,1891.9936,1893.3761,153.2637,53.3412,33.591
"China, mainland",2005,8999.3,30426.0,42123.4,505500.0,3854.8152,25242.2,54023.251,851900.0,533.6,345.0,4555.33,1144.5,2438.1,2753.37,138.4,13.667588403546445,84.3,1.3434675431388658,5107.634432,4953.486532,2838.333132,1453.5484,1384.784732,1051.9754,323.7921,1160.4081,154.1479,147.992332,2269.3013,258.7307,2010.5259,2017.5571,162.9013,53.6336,34.8902
"China, mainland",2006,8741.3,29792.7,43319.1008,507500.0,3942.5,25920.0,55968.282,845000.0,547.9,358.70000000000016,4650.45,1166.6,2424.0,3193.4,139.0,13.838734567901234,83.1,1.3805917159763312,5290.4031,5136.968000000002,2887.6758,1442.0359,1445.5982,1037.3719,340.852,1203.9765,153.4351,152.0128,2402.7273,254.3667,2148.3018,2124.6149,183.3187,56.8961,75.1913
"China, mainland",2007,8193.4,28369.8,41850.4,528000.0,4052.5,26155.0,56508.301,905000.0,582.7,377.33,4287.82,1236.3,2529.2000000000007,3525.2,143.8,14.426687057923912,75.9,1.3660773480662982,4747.5202,4608.6819,2550.888,1243.548,1307.34,891.2794,298.941,1068.1994,138.8383,153.6299,2196.6322,225.5769,1970.9819,1908.4423,202.0538,50.3286,71.0464
"China, mainland",2008,8268.0,28564.7,43989.5008,565500.0,4140.1,26172.3,59186.099,967600.0,582.6,374.8,4620.5,1318.9,2702.2000000000007,3555.8224,140.7,14.320483870351481,78.1,1.3630632492765606,4895.8,4753.4000000000015,2598.4,1257.8,1340.4,864.5,288.6,1072.5,142.4,122.1,2297.4,224.9,2072.6,1998.7,210.1,50.1,38.6
"China, mainland",2009,8249.28,28084.9,46291.3,586100.0,4293.0,26600.0,61440.0,1003000.0,604.5,383.85,4890.76,1371.5800000000004,2742.5,3518.8,140.8,14.43045112781955,79.6,1.3674775672981059,5116.4039,4967.9972,2681.5555,1275.9422,1405.2220000000002,880.8224,303.5863,1120.0207,148.4067,130.9558,2434.8484,218.3236,2216.4514,2109.8558,228.7824,51.7436,43.2002
"China, mainland",2010,8366.67,28452.2,46996.0,598700.0,4411.3,27780.0,66686.4,1041140.0,622.84,398.9,5071.24,1424.2,2762.700000000001,3575.6,141.2,14.359251259899207,76.0,1.3679236221833762,5373.0024,5216.4066,2797.5312,1315.2304,1482.3008,906.3222,310.441,1170.4425,156.5958,142.0939,2575.4712,228.8716,2346.5029999999997,2225.6044,248.0845,53.6707,47.8175
"China, mainland",2011,8288.6,28087.9,46460.0,527650.0,4362.7,26661.5008,66362.099,1071539.6,616.7,393.1,5060.4,1469.6,2811.41,3657.85,141.4,14.744106228258538,76.3,1.3714845442949564,5603.1678,5440.255200000001,2908.0487,1356.7195,1551.3292,1075.1945,321.8471,1212.7704,162.9126,135.2941,2695.1191,223.1633,2471.9295,2343.6207,248.7806,53.7619,48.7182
"China, mainland",2012,8026.06,28235.79,46862.73,551420.0,4429.9,27094.2,69789.49799999999,1142486.0,629.2,401.0,5342.7,1550.8000000000006,2861.2,3743.6,142.0,14.800215544286232,76.6,1.3573908126664136,5907.6359999999995,5728.594800000002,3033.3437,1389.5332,1643.8105,1101.0306,345.6945,1264.7815,179.0412,142.7718,2874.2923,229.7262,2644.5383,2497.6822,268.6319,53.8067,53.8863
"China, mainland",2013,8018.41,28504.13,47592.2,542700.0,4491.65,27586.8,71556.99799999999,1125740.0,639.55,408.14,5493.03,1570.78,2876.0,3531.42,142.4,14.794756912726376,76.8,1.3953310711176647,6149.4999,5961.0158999999985,3116.3223,1377.0770000000002,1739.2453,1096.8162,362.5694,1327.5593,188.484,140.8934,3055.6806,253.2457,2824.9379,2647.8541,299.5074,52.8028,55.5163
"China, mainland",2014,8050.64,29036.26,47411.26,519580.0,4584.15,28741.6,73510.4,1091840.0,655.24,428.21,5671.39,1505.86,2893.8900000000012,3724.64,142.9,14.898613855874414,77.2,1.3791947538100822,6461.5174,6258.6299,3270.1323,1457.4842,1812.6481,1176.4039,382.9462,1371.7118,202.8875,136.1829,3165.3004,229.5413,2935.7591,2770.3107,288.7397,51.4497,54.8003
"China, mainland",2015,8212.08,30314.92,46582.74,528515.3,4657.4,29472.7,72415.6,1138784.6,665.59,440.83,5645.4,1483.5,3495.9829999999997,3179.8,142.9,14.957231607555466,78.0,1.3027046554721586,6699.6488,6488.1524,3409.6088,1533.9811,1875.6277,1255.335,386.2835,1413.9786,211.4964,142.5153,3290.04,227.7665,3062.2735,2883.3043,300.1607,51.6309,54.9441
"China, mainland",2016,8437.47,31099.69,45112.5,568430.6,4752.3,30694.6,70073.9,1175150.0,680.9,459.36,5425.5,1576.5748,3710.5,3064.0,143.3,14.96549881738156,77.4,1.34159451984853,6881.509,6662.19,3470.4038,1507.273,1963.1308,1232.2916,396.0946,1476.88,219.31900000000002,145.8186,3430.8484,251.5861,3199.0055,2986.6531,335.8549,52.5257,55.8147
Beijing,1998,12.5,95.8,254.5,,,,374.8,,2.1,1.2,27.9,,17.9,22.7,,,,,7.64,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64,0.0,7.64,7.6,0.03,0.0,0.0
Tianjin,1998,18.3,56.1,127.2,,,,188.2,,2.3,1.4,13.9,,22.7,11.7,,,,,21.38,21.38,3.29,2.96,0.32,1.06,1.14,1.05,0.0,0.04,18.09,1.89,16.2,17.63,0.24,0.21,0.0
Hebei,1998,664.5,1924.0,2332.7,,,,2902.6,,58.0,21.8,219.1,,319.0,55.8,,,,,69.33,69.33,38.49,30.22,8.27,15.61,8.46,11.96,0.0,2.47,30.84,6.61,24.23,29.03,1.47,0.26,0.08
Shanxi,1998,227.0,1019.1,510.6,,,,545.5,,6.9,6.2,42.8,,37.0,30.1,,,,,2.26,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,0.04,2.22,2.25,0.0,0.0,0.01
Neimenggu,1998,375.6,3712.9,816.1,,,,791.2,,17.6,27.0,73.3,,21.2,63.8,,,,,6.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,2.45,3.75,6.02,0.18,0.0,0.0
Liaoning,1998,209.3,318.1,1039.9,,,,1223.9,,23.4,2.6,112.8,,131.6,18.5,,,,,312.71,286.2999999999999,281.41,160.61,120.8,85.53,31.25,113.72,26.41,24.5,31.29,2.79,28.5,29.56,1.18,0.0,0.55
Jilin,1998,386.0,324.1,855.0,,,,1166.4,,28.3,2.6,117.2,,73.1,12.4,,,,,14.2,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,4.97,9.23,13.97,0.01,0.04,0.18
Heilongjiang,1998,456.6,462.8,958.1,,,,1063.1,,25.7,3.0,83.5,,71.2,142.1,,,,,35.7,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7,7.31,28.39,35.18,0.52,0.0,0.0
Shanghai,1998,6.2,56.5,242.8,,,,460.0,,0.1,0.7,25.3,,13.4,24.6,,,,,26.82,26.82,12.21,12.08,0.13,6.83,2.33,2.72,0.0,0.33,14.61,0.61,14.0,13.37,1.09,0.06,0.09
Jiangsu,1998,70.8,904.9,1961.9,,,,2531.2,,5.7,13.8,190.8,,157.1,12.1,,,,,282.03,281.13,88.21,70.78,17.43,45.81,12.15,26.51,0.9,2.84,193.82,31.57,162.26,163.21,20.28,9.59,0.74
Zhejiang,1998,43.5,207.6,1040.6,,,,1271.8,,0.9,2.2,81.4,,31.7,8.0,,,,,422.73,420.73,372.8,326.31,46.49,226.95,81.67,61.51,2.0,0.67,49.93,7.31,42.62,42.46,1.67,4.1,1.69
Anhui,1998,627.0,671.1,1809.1,,,,2239.6,,34.3,11.5,183.7,,94.7,3.0,,,,,146.2,146.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.2,25.57,120.63,125.72,10.88,6.93,2.67
Fujian,1998,117.1,91.3,1024.2,,,,1365.1,,2.0,1.1,107.3,,36.7,6.4,,,,,475.92,445.5,425.52,205.46,220.06,161.75,28.04,197.86,30.42,7.45,50.4,6.74,43.66,44.3,0.92,3.99,1.19
Jiangxi,1998,391.7,72.9,1799.6,,,,2271.1,,6.7,0.8,176.9,,33.7,4.7,,,,,118.35,118.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.35,28.52,89.82,110.19,2.47,4.42,1.27
Shandong,1998,911.8,2322.0,2485.9,,,,3123.2,,60.1,20.9,266.6,,322.0,27.5,,,,,650.51,609.34,566.52,332.56,233.96,225.89,48.86,236.93,41.17,13.67,83.99,8.89,75.09,78.96,3.78,0.91,0.33
Henan,1998,1300.6,2553.1,3439.7,,,,3592.9,,76.7,28.0,297.9,,229.3,7.8,,,,,27.02,27.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.02,1.66,25.36,26.08,0.54,0.11,0.29
Hubei,1998,439.0,144.1,1843.9,,,,2492.1,,13.2,2.1,202.9,,121.6,4.2,,,,,218.32,218.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.32,43.9,174.42,204.69,6.92,5.03,1.68
Hunan,1998,489.0,336.6,3492.2,,,,5467.3,,11.7,5.1,365.0,,47.3,0.8,,,,,116.78,116.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.78,16.68,100.09,111.06,1.48,1.95,2.29
Guangdong,1998,416.3,28.1,1768.7,,,,2425.8,,3.1,0.5,189.3,,29.6,7.0,,,,,554.28,552.47,346.2,195.45,150.75,164.71,26.55,143.23,1.81,9.91,208.07,11.99,196.08,193.6,4.72,5.73,4.02
Guangxi,1998,748.2,239.2,2085.2,,,,2424.5,,9.5,2.1,194.0,,16.2,1.2,,,,,217.52,217.52,146.15,88.78,57.36,57.61,14.09,71.24,0.0,3.21,71.37,8.69,62.68,67.88,1.09,2.08,0.32
Hainan,1998,127.2,72.8,256.5,,,,234.7,,1.8,0.8,19.9,,1.4,0.1,,,,,59.77,58.36000000000001,48.5,44.06,4.45,39.11,3.83,3.26,1.41,0.88,11.26,1.31,9.95,10.46,0.09,0.14,0.57
Chongqing,1998,149.2,129.6,1493.0,,,,1720.1,,3.5,1.5,121.6,,24.5,4.7,,,,,17.86,17.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.86,1.49,16.37,17.6,0.05,0.07,0.14
Sichuan,1998,955.1,1112.2,4793.9,,,,5589.8,,20.0,10.7,390.4,,80.4,26.7,,,,,42.29,42.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.29,3.44,38.85,41.96,0.09,0.05,0.18
Guizhou,1998,630.2,320.5,1593.2,,,,1073.8,,5.9,3.4,97.6,,5.8,0.6,,,,,5.02,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02,0.52,4.5,4.95,0.05,0.01,0.01
Yunnan,1998,773.2,801.4,2507.9,,,,1926.0,,10.7,5.1,150.5,,8.7,9.9,,,,,13.84,13.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.84,1.89,11.94,13.07,0.66,0.11,0.01
Xizang,1998,508.6,1671.0,21.3,,,,12.6,,7.8,5.6,0.7,,0.2,15.6,,,,,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,0.0,0.0,0.0
Shaanxi,1998,239.4,692.1,731.6,,,,794.5,,6.5,5.1,64.9,,39.9,28.2,,,,,5.04,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,0.17,4.87,5.01,0.02,0.0,0.01
Gansu,1998,330.1,1118.6,567.1,,,,524.0,,6.9,6.8,38.0,,9.5,13.8,,,,,1.15,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.04,1.1,1.15,0.0,0.0,0.0
Qinghai,1998,394.3,1638.9,113.3,,,,107.8,,6.9,6.4,6.8,,1.4,19.9,,,,,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.08,0.06,0.14,0.0,0.0,0.0
Ningxia,1998,52.8,358.9,121.1,,,,114.2,,2.6,2.4,8.2,,6.5,18.2,,,,,2.64,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.05,2.59,2.64,0.0,0.0,0.0
Xinjiang,1998,364.3,3447.4,169.8,,,,197.4,,19.2,32.5,13.6,,13.3,60.0,,,,,5.34,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34,1.03,4.31,5.34,0.0,0.0,0.0
Beijing,1999,13.6,103.1,248.3,,13.5,88.2,400.9,10850.3,2.4,1.3,28.6,,15.8,24.0,,,,,7.56,7.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.56,0.0,7.56,7.54,0.02,0.0,0.0
Tianjin,1999,18.8,56.9,127.0,,17.68,81.32,198.4,2870.27,2.5,1.7,14.6,,25.1,12.9,,,,,23.03,23.03,3.75,3.41,0.34,1.0,1.34,1.36,0.0,0.05,19.29,1.69,17.59,18.74,0.3,0.25,0.0
Hebei,1999,693.9,2063.5,2372.8,,406.61,1781.38,3000.2,50539.07,61.9,23.4,226.5,,338.6,68.4,,,,,75.96,75.96,42.34,32.83,9.51,18.04,8.43,12.8,0.0,3.07,33.61,6.64,26.98,31.65,1.54,0.32,0.11
Shanxi,1999,224.9,1016.0,502.2,,52.0,446.79,570.2,2926.02,7.0,6.4,43.8,,37.8,30.2,,,,,2.54,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,0.03,2.51,2.54,0.0,0.0,0.0
Neimenggu,1999,379.7,3702.6,777.6,,129.1,1948.39,869.1,4411.31,17.8,29.8,80.5,,23.5,67.9,,,,,6.86,6.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,2.75,4.1,6.66,0.18,0.0,0.01
Liaoning,1999,228.1,347.9,1123.4,,161.99,211.72,1320.3,37864.23,23.8,2.8,121.7,,134.4,18.2,,,,,333.83,304.72,296.85,157.69,139.16,84.59,32.32,130.32,29.11,20.5,36.99,5.71,31.27,34.18,1.95,0.0,0.85
Jilin,1999,413.1,342.2,877.6,,254.25,241.52,1235.0,39687.2,31.3,2.9,121.7,,77.7,13.8,,,,,14.47,14.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.47,4.45,10.02,14.45,0.0,0.02,0.0
Heilongjiang,1999,458.2,481.1,1014.4,,184.53,221.56,1123.2,15783.22,27.3,3.2,89.0,,74.9,142.8,,,,,36.5,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,5.22,31.28,36.28,0.22,0.0,0.0
Shanghai,1999,6.0,52.3,240.6,,0.25,58.05,470.6,15841.27,0.1,0.7,25.9,,16.2,25.9,,,,,27.67,27.67,12.28,12.2,0.08,6.64,2.14,3.36,0.0,0.15,15.38,0.73,14.65,13.76,1.34,0.06,0.22
Jiangsu,1999,63.7,927.5,1917.6,,28.02,1206.29,2647.9,51945.29,5.2,13.9,196.2,,168.2,16.2,,,,,296.82,295.82,90.26,68.32,21.94,46.55,12.25,24.85,1.0,5.6,206.56,30.01,176.55,177.58,24.64,3.89,0.45
Zhejiang,1999,40.6,219.0,1024.4,,7.01,145.58,1289.9,15518.57,0.9,2.4,82.6,,34.7,9.1,,,,,442.73,440.14,389.41,331.24,58.17,222.76,88.29,74.85,2.59,0.93,53.32,7.72,45.61,44.33,2.66,4.33,2.01
Anhui,1999,595.2,718.2,1773.3,,245.85,857.38,2316.1,42030.29,32.6,10.1,192.5,,102.4,3.6,,,,,153.86,153.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.86,29.86,124.0,131.38,12.15,7.41,2.93
Fujian,1999,114.6,93.8,1049.6,,20.76,87.39,1453.4,19146.6,2.0,1.2,110.0,,39.2,7.7,,,,,502.32,466.16,448.54,206.65,241.89,165.16,30.52,212.23,36.16,4.48,53.78,7.09,46.69,47.16,0.97,4.17,1.49
Jiangxi,1999,374.7,79.2,1554.3,,56.63,58.69,2064.0,25574.17,5.2,0.8,160.2,,33.7,5.2,,,,,122.12,122.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.12,25.81,96.31,111.93,3.44,5.23,1.51
Shandong,1999,977.3,2536.2,2560.5,,391.1,2838.8,3248.1,100246.0,65.5,23.3,272.5,,349.1,35.6,,,,,695.05,649.26,602.3,332.52,269.79,230.81,53.6,261.3,45.79,10.8,92.74,8.86,83.89,87.08,4.5,0.83,0.33
Henan,1999,1341.0,2786.3,3556.4,,573.46,2665.33,3880.3,39883.92,82.2,30.0,314.0,,251.8,10.3,,,,,28.83,28.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.83,1.7,27.13,27.85,0.58,0.11,0.3
Hubei,1999,429.9,166.2,2121.0,,99.95,164.75,2604.2,29496.04,13.1,2.5,209.8,,105.5,3.9,,,,,228.97,228.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.97,41.03,187.94,215.37,6.67,5.02,1.91
Hunan,1999,493.9,349.5,3422.4,,118.8,354.16,5385.3,27967.54,13.0,5.4,364.9,,49.6,1.0,,,,,124.45,124.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.45,15.53,108.93,118.93,1.79,2.15,1.59
Guangdong,1999,416.8,30.7,2019.1,,41.53,28.12,2919.9,88302.27,4.5,0.6,204.4,,33.3,7.8,,,,,575.95,573.7,355.37,194.52,160.85,167.47,28.33,149.57,2.25,7.74,220.58,13.12,207.46,203.59,5.79,6.84,4.36
Guangxi,1999,770.7,241.1,2309.6,,99.88,150.93,2547.0,33159.35,8.9,2.3,202.5,,14.0,1.3,,,,,230.93,230.93,155.43,88.86,66.57,60.26,15.31,75.72,0.0,4.14,75.51,8.92,66.59,72.27,0.92,1.91,0.4
Hainan,1999,138.4,91.1,282.6,,21.18,54.8,258.3,5912.2,1.8,1.0,21.4,,2.4,0.0,,,,,70.71,68.16,57.1,51.1,6.0,45.12,4.23,4.44,2.55,0.76,13.62,1.83,11.78,12.6,0.11,0.13,0.77
Chongqing,1999,160.6,149.6,1512.2,,36.31,151.26,1703.2,9452.27,4.0,1.8,120.6,,26.3,4.7,,,,,19.13,19.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.13,1.28,17.85,18.88,0.03,0.09,0.13
Sichuan,1999,972.1,1199.0,4732.8,,187.93,837.93,5622.5,51097.67,21.4,13.2,405.2,,89.4,26.6,,,,,46.57,46.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.57,3.52,43.05,46.2,0.09,0.05,0.23
Guizhou,1999,642.8,330.1,1641.0,,46.96,152.97,1106.0,2601.76,6.4,3.8,99.5,,6.1,1.5,,,,,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.63,4.88,5.39,0.07,0.03,0.01
Yunnan,1999,818.7,836.4,2459.4,,124.14,311.15,1944.9,7343.84,12.6,5.6,162.2,,9.7,12.2,,,,,15.53,15.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.53,2.09,13.44,14.6,0.73,0.12,0.08
Xizang,1999,527.6,1688.7,22.3,,77.49,439.16,13.0,0.0,8.3,5.7,0.7,,0.3,16.7,,,,,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.17,0.0,0.18,0.0,0.0,0.0
Shaanxi,1999,246.7,582.8,793.2,,57.15,410.17,792.5,4640.17,6.7,6.0,64.2,,39.9,32.3,,,,,5.6,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.23,5.37,5.57,0.01,0.0,0.02
Gansu,1999,332.7,1126.5,565.0,,72.97,436.82,547.0,2187.04,7.2,6.9,39.1,,10.3,13.4,,,,,1.29,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.06,1.23,1.29,0.0,0.0,0.0
Qinghai,1999,378.2,1639.5,109.2,,73.1,423.31,114.2,195.53,6.1,6.7,7.0,,1.3,19.0,,,,,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.08,0.07,0.15,0.0,0.0,0.0
Ningxia,1999,55.5,376.7,122.1,,20.11,145.72,127.9,1587.5,3.0,2.5,8.8,,7.1,20.5,,,,,3.42,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.09,3.33,3.42,0.0,0.0,0.0
Xinjiang,1999,370.5,3592.3,188.3,,145.95,1820.71,203.9,4104.14,20.6,33.6,15.1,,16.7,64.8,,,,,5.58,5.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58,0.92,4.66,5.57,0.0,0.0,0.02
Beijing,2000,18.85,120.11,250.05,,17.27,103.93,415.61,13986.9,3.2681,1.55895,29.0927,,16.0,30.3312,,,,,7.5044,7.5044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5044,0.0,7.5044,7.4859399999999985,0.01846,0.0,0.0
Tianjin,2000,21.45,65.17,164.81,,18.28,95.06,235.8,4484.68,2.7752,1.9865,17.3435,,25.6,16.5109,,,,,24.2201,24.2201,3.984,3.5098,0.4742,1.1323,1.2192,1.6092,0.0,0.0233,20.2361,1.3807,18.8554,19.4643,0.5688,0.203,0.0
Hebei,2000,697.89,2090.01,2415.8,,429.99,1868.4,3239.1,53301.67,65.2916,24.5944,242.8362,,357.0,84.1984,,,,,80.9496,80.9496,48.2032,32.7371,15.4661,18.7945,8.0707,18.4626,0.0,2.8754,32.7464,7.0604,25.686,30.6535,1.5084,0.3842,0.2003
Shanxi,2000,225.01,1058.42,468.39,,53.74,478.8,567.48,3350.25,7.3154,7.0268,43.5432,,40.3,33.5266,,,,,2.6021,2.6021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6021,0.0195,2.5826,2.5974,0.0,0.0,0.0
Neimenggu,2000,351.6,3551.58,801.25,,158.43,2081.21,851.34,4682.12,21.844,31.8166,76.6206,,24.4,79.7774,,,,,7.211,7.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.211,2.6756,4.5354,6.8303,0.326,0.0,0.0547
Liaoning,2000,254.0,386.1107,1300.22,,171.74,239.23,1320.07,38038.83,25.8413,3.3680000000000003,116.9582,,140.3,18.8755,,,,,338.4556,303.4312,302.3084,150.1887,152.1197,76.6908,37.938,138.3402,35.0244,14.315,36.1472,3.1471,33.0001,33.2445,2.1982,0.0,0.701
Jilin,2000,431.86,352.96,646.02,,268.08,256.85,1153.89,41498.8,33.5449,3.2141,95.473374,,80.0,14.2502,,,,,14.0107,14.0107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0107,4.3943,9.6164,13.9484,0.0153,0.047,0.0
Heilongjiang,2000,461.38,507.41,992.6,,182.47,235.74,1101.8,17057.79,27.0715,3.4777,87.1,,75.3,154.2992,,,,,38.2153,38.2153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.2153,5.7635,32.4518,38.0459,0.1645,0.0,0.0
Shanghai,2000,6.05,55.44,230.0,,0.32,61.88,473.0,17213.07,0.0,0.74,25.8972,,16.6,25.9459,,,,,28.8682,28.8682,12.2286,12.0174,0.2112,6.7257,2.1471,3.1466,0.0,0.21,16.6396,0.7386,15.901,14.1247,2.2241,0.1023,0.1885
Jiangsu,2000,59.14,1022.97,2015.0,,27.43,1372.4,2780.0,57275.3,5.1206,15.7526,205.72,,181.4,25.5223,,,,,308.7902,307.9486,90.8688,65.9967,24.8721,43.4336,12.9226,29.7795,0.8416,3.8915,217.9214,29.6857,188.2357,177.5227,31.5009,3.3598,5.537999999999999
Zhejiang,2000,38.95,233.51,1043.0,,6.99,159.25,1359.8,17380.8,0.9184,2.6161,89.78473000000002,,37.2,11.17,,,,,469.5144,466.7919,410.4595,339.5749,70.8846,225.1514,91.3549,90.5629,2.7225,0.6678,59.0549,7.6324,51.4225,46.9367,4.5249,4.4984,3.0949
Anhui,2000,552.95,794.94,1858.4,,244.18,935.81,2226.8,46521.34,31.8794,11.2146,184.8244,,107.4,4.1194,,,,,159.8002,159.8002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.8002,31.6896,128.1106,131.3639,14.9103,8.8789,4.6471
Fujian,2000,111.44,96.22,1108.57,,21.31,97.8,1347.65,20633.89,2.1177,1.3315,106.453901,,40.7,9.5993,,,,,527.8934,496.1104,470.5066,207.8009,262.7057,166.8816,35.7794,231.8397,31.783,4.2229,57.3868,7.6551,49.7317,50.1089,1.1425,4.4574,1.6780000000000002
Jiangxi,2000,369.36,81.14,1755.0,,57.45,61.64,1863.0,28521.55,5.2360000000000015,0.8834,143.451,,33.5,5.6126,,,,,127.1209,127.1209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.1209,23.2516,103.8693,116.4203,3.6672,5.3008,1.7326
Shandong,2000,1008.61,2784.73,2660.34,,413.8,3014.91,3426.78,109168.0,69.18,24.8,285.88,,366.2,45.73,,,,,698.2259,652.3496,595.1085,307.8395,287.269,207.8906,53.8033,277.7947,45.8763,9.7436,103.1174,8.9916,94.1258,94.3035,6.3611,1.1436,1.3092
Henan,2000,1340.23,2961.36,3587.69,,578.0,2903.83,3930.0,43872.31,83.0,32.0,322.8812,,270.0,16.0972,,,,,32.1661,32.1661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1661,1.9402,30.2259,31.0762,0.6624,0.1072,0.3203
Hubei,2000,428.38,224.8,1900.37,,104.26,205.26,2418.63,29967.3,13.7983,3.0395,193.4904,,102.6,5.6433,,,,,234.3402,234.3402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.3402,41.2233,193.1169,220.6639,7.4876,4.7145,1.4742
