Area,Year,"Stock, cattle","Stock, goat & sheep","Stock, pig","Stock, birds","Slaughtered, cattle","Slaughtered, goat & sheep","Slaughtered, pig","Slaughtered, birds","Meat Production, cattle","Meat Production, goat & sheep","Meat Production, pig","Meat Production, birds","Egg Production, birds","Milk Production, cow","Meat Yield, cattle","Meat Yield, goat & sheep","Meat Yield, pig","Meat Yield, birds","Aquatic, total","Aquatic, animals","Marine, total","Marine, caught","Marine, farmed",Marine Fish,Marine Crustaceans,Marine Molluscs,Marine Plants,"Marine, others","Freshwater, total","Freshwater, caught","Freshwater, farmed",Freshwater Fish,Freshwater Crustaceans,Freshwater Molluscs,"Freshwater, others"
Jiangxi,2006,356.22,92.12,1510.93,,69.66,71.36,2347.5,33989.69,10.7471,1.7125,185.30093,,43.2503,13.8749,,,,,180.4855,180.4855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.4855,23.4091,157.0764,160.5511,9.1981,7.2829,4.1264
Shandong,2006,832.72,2918.1,2778.51,,436.57,3026.24,4641.63,151090.9,81.083,36.639398,380.6847,,430.5188,215.8,,,,,745.9075,692.0402,630.9106,257.4098,373.5008,166.9542,50.4666,328.3032,53.8673,31.3193,114.9969,12.8063,102.1906,106.6556,6.6603,1.1119,1.6448
Henan,2006,1496.2,4308.52,4678.71,,546.98,2105.29,5957.76,66828.73,109.2531,51.1674,470.3141,,400.8204,147.68,,,,,61.4314,61.4314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.4314,3.7819,57.6495,59.2945,1.6223,0.1099,3.4534
Hubei,2006,367.64,319.3,2453.7,,102.42,360.55,3419.5,36054.96,16.1131,6.4538,254.0329,,124.811,13.8785,,,,,331.38699999999994,331.38699999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.38699999999994,42.7126,288.6744,309.5615,15.1457,4.6779,0.5691
Hunan,2006,583.4206,694.08,4379.84,,121.7,638.94,6242.37,32867.76,18.534,13.0005,449.6257,,95.2929,7.2749,,,,,184.6585,184.6585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.6585,16.8509,167.8076,175.8817,3.0345,3.1002,0.4047
Guangdong,2006,363.2093,37.6717,2239.4618,,44.7,39.7,3634.8237,93029.0,7.3391,0.743,259.5264,,34.695,12.16644,,,,,724.0012,719.3100000000002,410.5176,168.56400000000005,241.9536,152.4103,49.7015,189.0739,4.6912,14.6407,313.4836,13.189,300.2946,276.0396,25.4641,7.5275,2.0019
Guangxi,2006,726.5673,263.6812,2612.5081,,117.1,166.54,3010.3,60123.0,18.5119,4.07,197.35003,,18.8119,6.2659,,,,,296.4388,296.4388,176.9508,83.9773,92.9735,53.9461,28.5215,85.3136,0.0,9.1421,119.488,11.9065,107.5815,114.9294,1.5227,2.1267,2.6421
Hainan,2006,138.61,92.95,399.53,,21.39,67.07,478.14,9477.41,3.052478,1.3855,40.114157,,2.6136,0.094,,,,,165.9915,161.6629,138.035,116.5104,21.5246,100.802,20.3314,6.6016,4.3286,5.9714,27.9565,2.4727,25.4838,26.4778,0.1883,0.4859,4.4524
Chongqing,2006,164.94,348.3,1608.29,,34.78,127.34,1968.3,12328.17,6.3165,4.0059,142.1485,,36.8837,8.3456,,,,,22.6129,22.6129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6129,1.2185,21.3944,22.2685,0.0664,0.175,0.9092
Sichuan,2006,1147.6958,1590.45,5757.0,,238.17,1477.25,7471.41,47509.31,29.5792,20.9711,541.3037,,171.6849,62.0428,,,,,108.2567,108.2567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.2567,7.6143,100.6424,106.5288,0.6029,0.5301,0.8045
Guizhou,2006,814.6,464.1,2195.61,,72.23,160.27,1526.36,7085.6,13.7866,6.0418,140.786058,,12.1841,4.0884,,,,,11.3356,11.3356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3356,1.5024,9.8332,11.074000000000002,0.2036,0.0,0.10300000000000001
Yunnan,2006,782.4,937.5,2618.2,,210.33,547.96,2902.51,13837.05,24.1706,11.3695,260.5897,,20.5442,36.3991,,,,,29.2411,29.2411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2411,2.9422,26.2989,28.5172,0.5988,0.0,0.5949
Xizang,2006,650.99,1702.84,31.97,,103.18,533.02,18.31,114.11,13.460091,8.051093,1.188743,,0.3486,21.568413,,,,,0.0528,0.0528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0528,0.0,0.0,0.0,0.0,0.0,0.0
Shaanxi,2006,311.31,1000.54,698.3,,49.81,433.67,902.9,4916.98,12.6722,10.188,67.70732,,49.9213,127.3645,,,,,7.9489,7.9489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9489,0.4708,7.4781,7.9244,0.0,0.0,0.0758
Gansu,2006,431.03,1573.4,708.59,,126.54,889.92,744.98,3326.9,14.59296,14.361,53.63856,,14.7903,35.9073,,,,,1.6464,1.6464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6464,0.1135,1.5329,1.6422,0.0,0.0,0.0
Qinghai,2006,389.41,1780.63,105.55,,111.42,509.13,128.44,188.78,7.7038,9.5675,9.0872,,1.4631,23.8,,,,,0.2045,0.2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2045,0.0,0.1985,0.1902,0.0,0.0,0.0
Ningxia,2006,107.1,445.3,117.72,,39.71,319.14,159.01,1239.25,6.2275,7.2003,10.4518,,6.2929,64.7342,,,,,6.7355,6.7355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7355,0.0926,6.6429,6.7185,0.0,0.0,0.0
Xinjiang,2006,502.86,4359.5,243.88,,208.43,3079.63,390.82,4879.36,38.00052,66.994124,28.773279,,25.79556,179.81176299999996,,,,,8.4344,8.4344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4344,1.3126,7.1218,8.3349,0.0744,0.0,0.0
Beijing,2007,23.12,78.88,168.18,,15.64,117.39,288.56,12946.73,2.7762,1.8619,22.4496,,15.5568,62.2409,,,,,6.0339,6.0339,0.613,0.613,0.0,0.059000000000000004,0.0,0.0,0.0,0.5539999999999999,5.4209,0.0,5.4209,5.341,0.0414,0.0,35.5754
Tianjin,2007,27.16,35.29,147.9489822,,23.11,60.35,262.08,5684.1,3.8886,1.3601,20.4543,,19.35516595,67.214,,,,,31.1537,31.1537,4.44,3.0185,1.4215,1.6911,1.43,0.5959,0.0,0.723,26.7137,0.8947,25.81900000000001,21.9265,4.5466,0.1205,0.0
Hebei,2007,474.9912045,1583.680152,1907.045041,,359.74,1789.07,2964.2,52107.82,57.73771669,24.34240501,225.5112,,396.4486626,489.4372,,,,,90.6437,90.6437,52.4303,25.3195,27.1108,16.0388,7.5141,26.4604,0.0,2.417,38.2134,7.4314,30.781999999999996,35.3175,2.2909,0.2839,0.0385
Shanxi,2007,110.9,746.4,422.194741,,27.3,373.6,568.2,2984.1,3.8655,5.1645,44.1464,,47.30016968,81.184,,,,,2.9575,2.9575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9575,0.1201,2.8374,2.937,0.0167,0.0,0.1201
Neimenggu,2007,613.12,5063.29,636.3651212999998,,246.96,4874.94,775.87,7914.66,39.398,80.818,60.3382,,43.02315282,909.8399,,,,,9.3565,9.3565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3565,2.9429,6.4136,9.0461,0.2092,0.0,0.3211
Liaoning,2007,332.2311,675.9259126000002,1429.4374710000006,,257.26,645.6,2265.44,62225.24,38.23457013,6.968016499,191.0315,,204.1495461,105.0969,,,,,361.2708,335.8406,302.1559,116.6194,185.5365,71.4495,27.9663,158.5899,25.4302,18.72,59.1149,4.062,55.0529,53.3251,4.6689,0.0508,0.0038
Jilin,2007,539.290987,457.2510454,1084.770029,,323.11,354.62,1172.053582,45015.16,47.55539548,4.4415298210000005,96.37405917,,86.26036658,47.30985,,,,,15.161,15.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.161,2.0521,13.1089,15.0639,0.0804,0.0,0.1012
Heilongjiang,2007,523.4942024000002,821.2555977999997,1217.2,,214.63,631.92,1233.0,15922.4,33.18916908,10.3969472,92.107,,91.39213914,508.3598,,,,,34.2506,34.2506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2506,3.8737,30.3769,33.5677,0.5525,0.0,1.0701
Shanghai,2007,7.482470399999999,10.9604444,122.9328715,,0.11,17.45,205.0850645,4458.55,0.0,0.226204411,15.1544,,5.5360093410000015,22.0419,,,,,32.0,32.0,15.5621,15.5586,0.0035,11.6719,1.2251,0.0,0.0,2.6651,16.4379,0.4584,15.9795,9.672,6.6766,0.0,0.0
Jiangsu,2007,33.31127473,404.6700387,1620.060318,,15.01,656.89,2431.11,64241.71,2.8424100360000004,7.119651207,183.5941514,,166.0885929,60.24236135,,,,,408.9904,406.0736,119.9155,57.3519,62.5636,36.7095,16.9017,56.437,2.9168,6.9505,289.0749,32.1608,256.9141,211.778,65.4297,7.8615,0.0932
Zhejiang,2007,20.74223806,111.89948909999998,1039.103856,,7.07,122.8,1658.855084,21806.04,1.04938359,2.116526001,111.4046,,37.87422318,23.7105,,,,,415.134,410.9388,337.6194,251.49200000000002,86.1274,164.9562,69.9708,69.4478,4.1952,29.0494,77.5146,8.6127,68.9019,48.8508,14.612,4.1546,0.0617
Anhui,2007,142.9703236,535.9937508,1334.2,,117.31,930.52,2363.1,55308.44,17.09226588,13.167018900000002,202.5422,,108.5766169,18.0937,,,,,166.4533,166.4533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.4533,31.1745,135.2788,131.2267,23.1855,9.1144,4.0057
Fujian,2007,63.13236142,81.81737259999998,1294.621016,,20.01,105.28,1645.937923,17636.83,2.056662207,1.442158598,121.8665874,,39.69211269,16.2741,,,,,531.995,485.3054,466.4713,192.09599999999998,274.3753,162.1617,32.3999,213.1524,46.6896,12.0677,65.5237,7.8237,57.7,56.511,3.4130000000000003,4.2678,9.8972
Jiangxi,2007,221.3330805,55.5480835,1420.07,,72.1,71.86,2381.5,34769.38,7.254336646,1.076314495,187.6849,,36.36965084,11.2173,,,,,180.6557,180.6557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.6557,22.2627,158.393,160.2608,9.3891,6.9888,2.9267
Shandong,2007,570.7,2342.25,2656.514319000001,,449.7,3080.67,3654.04,139652.85,69.23574,33.003190000000004,300.0986,,359.9046417,218.99496,,,,,712.7665,660.8853999999999,598.0743,244.5466,353.5277,159.8672,47.0463,299.3642,51.8811,39.9155,114.6922,11.4368,103.2554,105.7129,7.3164,1.1547,1.3319
Henan,2007,1030.76,1940.85,4185.531349,,547.54,2140.35,4488.8,68605.01,82.111,25.298,338.9816,,336.7247869,215.6129,,,,,45.6794,45.6794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.6794,2.6548,43.0246,43.8096,1.4539,0.1216,4.0169999999999995
Hubei,2007,313.7611422,304.8700685,2290.582803,,109.59,396.25,3131.204455,36018.9,15.74186796,6.0911392520000005,236.940923,,110.2898893,15.5113,,,,,298.0434,298.0434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0434,36.3925,261.6509,266.4701,25.5016,3.7979,0.5082
Hunan,2007,407.69788,501.6400215,3772.0,,127.3,648.52,4816.7,32802.03,14.60483337,10.29862666,348.48400000000015,,85.61602877,7.6726,,,,,170.0888,170.0888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0888,15.4493,154.6395,162.3367,2.7645,3.0460000000000003,0.2943
Guangdong,2007,221.6477139,35.5,2275.088216,,45.86,41.6,3213.88254,102284.77,5.328467198999999,0.745386122,235.3678094,,29.80283347,12.6334,,,,,664.3357,660.0144,373.1201,150.1581,222.96200000000002,135.0432,51.5166,172.0298,4.3213,10.2092,291.2156,11.8306,279.385,254.2466,27.134,6.6411,2.2738
Guangxi,2007,396.81,155.11,2169.47092,,125.39,176.04,2767.25,64538.12,11.6521,2.6708,206.1571,,16.82425843,6.9518,,,,,246.05599999999998,246.0341,143.3236,66.9591,76.3645,41.2014,26.2039,67.6611,0.0219,8.2353,102.7324,10.1262,92.6062,98.3585,1.3499,1.8096,1.9416
Hainan,2007,78.14,55.21,323.44413010000005,,21.99,69.82,401.68,10029.39,2.0168,0.9403,32.5747,,2.167727372,0.1428,,,,,132.2724,128.8902,108.0586,90.7114,17.3472,76.8495,16.4845,4.4609,3.3822,6.8815,24.2138,1.807,22.4068,23.1488,0.1323,0.247,3.1939
Chongqing,2007,94.44,121.33,1422.924194,,36.53,131.5,1783.21,12997.52,4.1753,1.5985,130.2664,,32.34992471,8.7095,,,,,18.526,18.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.526,0.9834,17.5426,17.7526,0.0652,0.0793,1.2144
Sichuan,2007,985.006128,1710.453998,5295.8,,248.41,1542.25,6010.7,51366.78,28.59958944,23.79678743,408.4658,,145.2184672,64.9821,,,,,91.0526,91.0526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0526,6.2209,84.8317,89.1702,0.5513,0.5891,0.6857
Guizhou,2007,513.091513,222.3476916,1548.7,,75.19,162.19,1445.4,6873.04,9.465193418,2.781644345,125.6337596,,10.34589699,4.0636,,,,,7.6798,7.6798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6798,1.1275,6.5523,7.5051,0.1316,0.0,0.6289
Yunnan,2007,725.6670501,825.82,2457.600546,,225.91,595.84,2536.1,14896.29,24.77472313,10.187,203.59924,,17.95134,42.3467,,,,,23.6587,23.6587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6587,2.1228,21.5359,23.2066,0.3914,0.0,0.742
Xizang,2007,622.3114199,1707.091432,25.464272,,116.59,526.89,15.33548939,114.23,14.18659792,8.179046733,1.209,,0.284831581,22.9815,,,,,0.0528,0.0528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0528,0.0,0.0,0.0,0.0,0.0,0.0
Shaanxi,2007,166.0,667.5387400000002,851.6,,53.46,468.37,992.2,5054.65,7.585161518,7.002519463,70.15396603,,43.29250539,149.0222,,,,,5.0323,5.0323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0323,0.3642,4.6681,5.0067,0.0,0.0,0.0
Gansu,2007,415.25,1594.39,561.9738109,,138.42,957.44,594.3,3441.46,14.5,14.6,41.8,,12.36437903,34.6925,,,,,1.1449,1.1449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1449,0.0741,1.0708,1.1421,0.0,0.0,0.0
Qinghai,2007,447.11,1497.08,88.78388992,,92.66,542.59,105.25,215.2,14.52,8.6814,7.5777,,1.257998342,24.9826,,,,,0.1524,0.1524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1524,0.0,0.1471,0.1444,0.0,0.0,0.0
Ningxia,2007,96.6,385.2,82.63637159999998,,45.6,329.3,115.3,1115.32,6.5,5.7,8.3,,5.653864112000001,77.4546,,,,,7.0439,7.0439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0439,0.0,7.0286,6.9764,0.0675,0.0,0.0
Xinjiang,2007,376.51752,3835.227,137.2153811,,200.01,3008.8,221.92556,4840.33,31.44256,60.5479673,17.54724,,21.3100955,196.2268,,,,,8.7746,8.7746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7746,1.1171,7.6575,8.6309,0.0817,0.0,0.0
Beijing,2008,23.02,73.2,179.82,,11.9,89.98,292.69,11982.98,2.1289,1.4509999999999998,22.3094,,15.2409,66.3835,,,,,6.1,6.1,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.4,5.0,5.3,0.0,0.0,0.0
Tianjin,2008,26.01,37.28,180.26,,21.83,63.88,301.12,6028.0,3.6789,1.4422,23.4799,,19.6898,69.7536,,,,,32.3,32.3,3.9,2.4,1.4,1.1,1.5,0.5,0.0,0.3,28.4,0.9,27.5,23.7,4.5,0.1,0.1
Hebei,2008,449.008047,1616.9577,2015.174495,,354.09,1946.15,3230.77656,53900.33,56.83121811,26.47966272,245.7751441,,410.9983673,504.5118658,,,,,96.6,96.6,54.9,25.3,29.6,16.5,8.0,27.9,0.0,2.5,41.7,8.1,33.6,38.6,2.5,0.3,0.4
Shanxi,2008,93.8,744.0,452.2,,30.2,366.3,584.7,5845.5,4.228,5.05494,45.43119,,61.5992,68.1775,,,,,3.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.1,3.0,3.1,0.0,0.0,0.0
Neimenggu,2008,687.98,5125.27,644.39,,267.76,5183.7,833.12,8751.24,43.0902,84.8436,64.6838,,45.5466,912.2349,,,,,9.8,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,2.8,7.0,9.6,0.1,0.0,0.1
Liaoning,2008,325.1,678.7,1584.0,,254.0,676.4,2493.0,65602.0,37.7,7.34,210.0,,254.2,101.2,,,,,377.7,353.0,316.1,114.0,202.1,57.6,23.3,169.6,24.7,29.8,61.5,3.7,57.8,57.2,3.7,0.0,0.6
Jilin,2008,460.9,406.6,976.5,,271.3,282.5,1271.8,37223.2,39.9679,3.5058,104.5897728,,87.1,39.740274,,,,,15.5,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,2.0,13.5,15.4,0.1,0.0,0.0
Heilongjiang,2008,518.85,849.1782881000001,1286.04,,210.7,635.08,1344.0,16378.0,32.602,10.46972583,96.61154965,,93.68,508.3598,,,,,35.6,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,4.2,31.4,35.1,0.5,0.0,0.0
Shanghai,2008,6.11,23.92,162.52,,0.02,42.57,258.22,4458.11,0.0,0.5445,17.34,,6.2043,23.286,,,,,32.3,32.3,17.7,17.7,0.0,0.9,1.0,0.0,0.0,0.1,14.6,0.4,14.2,8.5,6.1,0.0,0.1
Jiangsu,2008,34.26,410.69,1716.23,,15.95,649.36,2604.3,68230.52,2.9675,7.0029,194.9252,,172.0958,61.05,,,,,425.0,422.4,125.3,57.8,67.4,39.0,16.4,60.3,2.6,5.7,299.8,32.2,267.6,218.1,69.1,9.2,3.3
Zhejiang,2008,20.6573,111.35,1161.85,,6.92,107.07,1888.98,27340.15,0.9824,1.844336738,126.8544763,,41.43241066,22.5099,,,,,418.8,415.3,337.6,254.5,83.1,167.0,67.2,67.8,3.5,11.9,81.2,8.1,73.1,53.1,13.1,3.6,11.4
Anhui,2008,144.52,560.28,1432.43,,117.63,944.77,2527.35,58794.52,17.109901999999998,13.415734,217.39308,,112.0919,18.0937,,,,,172.3,172.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.3,31.0,141.3,135.5,24.7,8.8,3.4
Fujian,2008,70.8329,96.5864,1324.09,,21.28,120.58,1840.126116,19917.66,2.1402,1.6482,136.603336,,33.023875,14.4881,,,,,542.0,490.7,476.1,198.3,277.8,154.0,34.1,210.0,51.3,11.8,65.9,7.6,58.3,55.8,4.1,4.7,1.4
Jiangxi,2008,239.4,61.1,1508.7,,120.0,75.4,2536.9,36196.7,10.5793,1.150580195,198.0787,,40.0242,11.1893,,,,,190.4,190.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.4,24.1,166.3,169.4,10.2,6.9,3.9
Shandong,2008,522.4882875,2142.881997,2725.800875,,458.24,3098.8,3916.73677,152889.08,70.67421201,33.2104523,321.3423704,,364.9835422,230.5127929,,,,,730.3,679.1999999999998,609.5,248.1,361.4,169.4,46.6,300.1,51.1,32.5,120.8,13.0,107.9,112.6,7.3,0.6,0.3
Henan,2008,1051.0,2038.0,4462.0,,560.0,2220.0,4847.9,75000.0,84.1,26.5,367.1,,371.7,279.1,,,,,50.6,50.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6,3.0,47.6,48.4,1.7,0.2,0.3
Hubei,2008,317.5,376.2096645,2462.4,,112.4,461.23,3498.3,39548.8,16.0927,7.297184822999999,260.3823,,124.0955,15.5113,,,,,313.4,313.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.4,30.3,283.1,276.5,31.3,3.2,2.4
Hunan,2008,415.9,503.1449416,3915.3,,130.0,655.01,5153.1,34770.0,14.6106,10.56639096,370.2334476,,87.4694,7.6726,,,,,178.6,178.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.6,16.0,162.6,170.0,3.1,3.3,2.2
Guangdong,2008,230.9,36.2931,2380.3772,,49.57,44.7,3467.78,108933.29,5.7598,0.815452417,253.9619,,32.3512,12.958,,,,,680.4,674.4,376.8,153.8,223.0,131.7,50.7,166.6,6.0,13.4,303.6,12.5,291.1,266.0,25.2,6.7,5.7
Guangxi,2008,421.82,176.44,2307.0,,133.67,190.85,2935.0,69701.15,12.4514,2.922234432,218.3594,,17.9357,7.5042,,,,,250.0,250.0,144.1,66.5,77.6,42.8,26.4,66.1,0.0,7.9,105.9,10.6,95.4,101.8,1.2,1.7,1.2
Hainan,2008,86.72,70.79,416.25,,24.2,78.25,445.24,11259.21,2.194013,1.039552,36.889962,,3.109513,0.2363,,,,,139.4,136.20000000000002,110.9,93.9,17.0,84.5,13.4,3.6,3.2,6.2,28.5,2.0,26.5,27.3,0.2,0.2,0.9
Chongqing,2008,103.61,129.53,1566.47,,41.02,149.61,1898.67,16363.71,5.1886,1.7823275,140.6538,,41.2941,7.7842,,,,,19.1,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,1.0,18.1,18.9,0.1,0.1,0.0
Sichuan,2008,986.97,1720.80324,5325.8,,249.64,1557.72,6431.449000000001,53935.11,28.67644880000001,23.998307,436.2414744,,143.0147,66.076422,,,,,95.2,95.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.2,5.8,89.4,93.2,0.6,0.5,0.9
Guizhou,2008,523.380768,231.241608,1587.468135,,84.25,178.46,1561.0698,7492.1,10.21949207,3.037186799,134.6013491,,10.815,4.2668,,,,,7.8,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,1.1,6.7,7.6,0.1,0.0,0.0
Yunnan,2008,706.43,843.27,2669.03,,236.21,651.92,2701.73,16547.09,26.1248,11.4738,219.5805,,19.4116,44.6705,,,,,25.5,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,2.4,23.1,25.0,0.4,0.0,0.0
Xizang,2008,644.49,1677.86,30.56,,123.35,520.07,14.59,103.53,14.18659792,8.281032000000002,1.209,,0.284831581,22.9815,,,,,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Shaanxi,2008,166.0,681.5570535,880.7,,53.46,496.49,1034.78,5625.28,7.585161518,7.366650475,73.47,,48.2,149.0222,,,,,5.2,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.4,4.8,5.2,0.0,0.0,0.0
Gansu,2008,423.61,1675.01,564.81,,139.37,959.31,596.08,3300.6,14.77,15.35,42.92,,11.88,34.6925,,,,,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.1,1.1,1.2,0.0,0.0,0.0
Qinghai,2008,445.35,1499.400474,107.21,,92.11,542.02,123.58,320.81,7.2767,8.6723,8.7409,,1.3903,25.2757,,,,,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0
Ningxia,2008,93.4,461.7,89.0,,47.7,341.9,118.0,1184.9,6.8261,5.87544,8.4502,,6.4448,89.22029,,,,,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,7.5,7.5,0.1,0.0,0.0
Xinjiang,2008,335.98,3025.68,176.95,,207.31,2842.26,265.52,4532.13,32.42,45.96814998,22.29,,24.89,137.35876000000002,,,,,9.1,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,1.1,8.0,9.0,0.1,0.0,0.0
Beijing,2009,22.0592,67.3646,186.5691,,11.69,86.73,314.0363,12355.01,2.08735,1.4026,24.12742,,15.39878,67.3856,,,,,5.8161,5.8161,0.3913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4248,0.3985,5.0263,5.3729999999999976,0.0,0.0,0.0
Tianjin,2009,27.4,38.07,180.96,,21.01,65.58,328.93,6184.21,3.55,1.48,25.66,,19.6,68.29,,,,,33.4044,33.4044,3.9455,2.5388,1.4067,1.0714,1.4691,0.3892,0.0,0.1229,29.4589,0.8749,28.584,24.0578,5.1032,0.1017,0.1962
Hebei,2009,429.1093,1565.0943,1968.04432,,344.33,2059.08,3332.872648,52552.82,55.26267649,28.01548316,253.5589063,,353.2119968,451.5,,,,,100.41,100.41,55.3884,25.3317,30.0567,15.152000000000001,7.2917,28.2873,0.0,4.6574,45.0216,8.7733,36.2483,41.5983,2.6465,0.312,0.4648
Shanxi,2009,90.6,747.7,498.7766,,34.6,404.4,663.4,5664.29,4.8439999999999985,5.58,50.65577685,,75.3,72.5,,,,,3.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0749,3.0251,3.0781,0.0,0.0,0.0
Neimenggu,2009,663.9007,5197.2,683.69779,,294.0,5339.2,883.01,8838.7,47.4,88.2,68.6,,48.87,903.1,,,,,10.5979,10.5979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5979,2.9586,7.6393,10.3615,0.1397,0.0,0.0967
Liaoning,2009,354.0,717.0,1606.1760000000006,,270.0,721.0,2597.0,68029.27,40.2,7.84,218.8,,263.097,110.0,,,,,400.605,375.7667,327.5288,113.212,214.3168,59.4485,21.9836,178.3403,24.8383,29.2373,73.0762,5.6308,67.4454,66.0095,5.8493,0.0995,1.1179
Jilin,2009,474.7,422.9,1007.748,,283.8,293.8,1374.8158,38451.6,41.82,3.647,113.1661341,,98.6,44.5,,,,,16.5184,16.5184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5184,1.9186,14.5998,16.4349,0.0653,0.0,0.0
Heilongjiang,2009,533.2,897.7,1356.7,,237.9,702.4,1512.6,17343.2,36.8,11.58,108.20493559999998,,101.9,528.7,,,,,38.07,38.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.07,4.3149,33.7551,37.5354,0.4943,0.0,0.0
Shanghai,2009,6.52,25.1,175.16,,0.02,42.79,269.74,4097.7,0.012,0.5563,17.55,,8.04,21.2473,,,,,30.8986,30.8986,15.6351,15.6351,0.0,1.1547,0.9908,0.0,0.0,0.0,15.2635,0.4768,14.7867,9.1957,5.9414,0.0,0.1054
Jiangsu,2009,33.9,426.5,1760.2,,17.5,686.9,2748.1,72665.5,3.26,7.5,204.4765348,,185.2,55.4,,,,,443.2236,439.8759,130.4969,57.0009,73.49600000000002,39.0483,18.0585,63.5043,3.3477,5.8035,312.7267,32.0732,280.6535,227.4497,71.0954,9.6562,4.5254
Zhejiang,2009,20.37,111.55,1225.75175,,7.03,102.85,1894.0,26021.56,1.04,1.74,128.17,,43.28,19.93,,,,,440.3134,436.0965,353.8075,277.351,76.4565,187.62,75.2358,62.4856,4.2169,13.5358,86.5059,9.0343,77.4716,56.4167,12.7782,4.5622,12.7488
